,jobtitle,jobdescription,experience
131,Data Scientist,"<p>DemandJump has developed a marketing platform that is empowering marketers to make better decisions. Their platform delivers three core pillars (1) a single view of the marketer&rsquo;s data (2) overlaid with data the marketer does not have (3) actionable insights powered by AI.&nbsp; Marketers can now see the entire path to purchase of their target market and greatly improve marketing ROI.&nbsp; DemandJump has Fortune 500 and middle market customers.</p>
<p>At DemandJump, you will have the opportunity to make a huge impact while working alongside a community of passionate people who are leading the way in cutting-edge technology.</p>
<p><strong>Culture:</strong></p>
<p><strong>What We Stand For:</strong></p>
<ul>
<li>Be Transparent</li>
<li>Be Bold</li>
<li>Be Purposeful</li>
</ul>
<p><strong>Core Tenets:</strong></p>
<ul>
<li>Think Customer First.</li>
<li>Serve Each Other.</li>
<li>Compete to Win.</li>
<li>See Things Differently.</li>
<li>Do the Right Thing. Always.</li>
</ul>
<p><strong>&nbsp;</strong><strong>The Position</strong></p>
<p>We are looking for a data scientist to help us discover useful insights hidden in vast amounts of data, and to make smarter business decision to deliver better marketing product.</p>
<p>Your primary focus will be in applying data mining techniques, doing statistical analysis, implementing machine learning algorithms on massive datasets, building recommendation system and developing data visualization for insights.</p>
<p><strong>Minimum Requirements:</strong></p>
<ul>
<li>Bachelor&rsquo;s Degree in Computer Science, Software Engineer, Mathematics or related field</li>
<li>2 years of experience as Data Scientist or in a related occupation</li>
</ul>
<p><strong>Special Requirements</strong></p>
<ul>
<li>In depth knowledge and experience in mathematics, statistics, coding, data visualization and data analytics.</li>
<li>Strong Understanding of cutting edge machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Trees, etc.</li>
<li>Strong Understanding of advance NLP techniques and algorithms, such as Word2Vec, Bag-Of-Words, Bert.</li>
<li>Experience with common data science toolkits, such as Python, R, Java, Numpy, Scikit-Learn, Pandas.</li>
<li>Experience with common machine learning toolkits, such as TensorFlow, PyTorch, Keras</li>
<li>Experience with SQL databases</li>
</ul>
<p><strong>Major Responsibilities | Activities</strong></p>
<ul>
<li>Algorithmically collecting data from third party sources</li>
<li>Processing, cleansing, and verifying the integrity of data used for analysis</li>
<li>Analyzing massive data set to discover meaningful insights</li>
<li>Developing scalable implementations of existing and novel machine learning algorithms</li>
<li>Maintaining statistical unit tests (i.e. anomaly detection) to ensure system performance</li>
<li>Doing ad-hoc statistical analysis and automation tasks</li>
<li>Develop advanced data visualization tools</li>
</ul>",1-3 years of experience
132,Senior IT Professional - Data Scientist,"<p>University of Colorado, Denver currently has an opening for a Senior IT Professional - Data Scientist (Aurora, CO) to define, manage, and execute on data science development process using various tools and technologies. Telecommuting is available for this position. If telecommuting, travel to HQ required approximately 60 days per year. Completion of a background investigation required. Position also requires degree and experience.&nbsp;</p>",1-3 years of experience
133,IT-Senior Data Scientist,"<p style=""text-align: justify;""><strong>IT-Senior Data Scientist (Morrisville, NC):</strong> Research, design, implement, deploy, &amp; validate scalable data analytics &amp; machine learning solutions to enable the Investment Banking &amp; Capital Markets business (IBCM) to make better &amp; timelier decisions driven by data. Participate in regular idea finding sessions with senior management &amp; key stakeholders to identify, formulate, &amp; prioritize new ideas for leveraging IBCM's existing data sources &amp; help identify &amp; evaluate new data sources available in the market. Lead data engineers tasked with designing &amp; implementing data feeds into central repositories based on Kafka, ElasticSearch, &amp; NoSQL databases. Translate business requirements into prototypes using Python/Dask, &amp; enable the development of big data capabilities, frameworks, &amp; governance processes in Spark by providing training &amp; architectural guidance to data engineers &amp; developers. Stay informed on the latest academic research in machine learning to advise on the selection of analytical models &amp; future big data technologies, &amp; structure solutions to ensure alignment with the overall IBCM IT &amp; data architecture. Work with other divisional Chief Information Officer architects to align machine learning, big data, &amp; analytical capabilities with the overall application landscape &amp; the Java-based platform strategy of IBCM IT. Help with architecture &amp; the ongoing development of divisional data services &amp; big data platforms as well as reporting solutions implemented with Informatica &amp; Alteryx. Req's Master's degr plus 2 yrs exp or Bachelor's degr plus 5 yrs exp. Please forward your resume to Credit Suisse, P.O. Box AL076CSNC, 10 Rockefeller Plaza, Suite 1016, New York, NY 10020. No phone calls.</p>",1-3 years of experience
134,"Data Engineer (Full Time, Multiple Openings)","<p>Job Title: Data Engineer (Full Time; Multiple Openings)</p>
<p>Job Location: Centennial, CO</p>
<p>Requirements: M.S. or equivalent in CS, Business Analytics, etc. + 2 years experience or B.S. + 5 years experience required. Experience with Airflow, Hadoop, AWS, Kafka, Google Analytics, Python, Java, Scala, Anomaly Detection, d3.js, Keras, Scikit-learn, Tensorflow, Linux, Jenkins &amp; CD/CI required.</p>",1-3 years of experience
135,Senior Data Engineer,"<p>IT/Software Development:<br />Senior Data Engineer<br />Company: Shibram Banerjee, Inc. DBA Pacific Data Integrators<br />Location: Rocklin, CA<br />Position Type: Full Time<br />Experience &amp; Education: See below<br />Design, develop and implement data systems for all aspects of software delivery. Exp. W/ AWS, Cloud Formation, Maven, Ant, Rundeck BitBucket. etc. req'd. MS + 1 yr exp. Reqs 50% nat'l travel. Resume to 5710 Lonetree Blvd, Rocklin, CA 95765.</p>",1-3 years of experience
136,Data Scientist,"<p>OKI, Regional Council of Governments is seeking to hire an experienced <strong>Data Scientist </strong>with 3-5 years of relevant work experience.&nbsp; This role will collaborate with various functional teams within the organization to determine questions that are important to our organization.&nbsp; They will use statistical analysis and data mining techniques to inform the answers.&nbsp; The Data Scientist will communicate conclusions both visually and in writing, along with recommendations and next steps.&nbsp; This individual will also make recommendation that enable the agency and the region to innovate, while making smarter and better decisions.</p>
<p><strong>ESSENTIAL FUNCTIONS INCLUDE:</strong></p>
<ol>
<li>Mine large amounts of data and perform data analysis to extract useful insights for a wide range of topics including transportation system performance measures, safety analysis<em>, </em>roadway congestion<em>, </em>freight movements and related transportation system metrics</li>
<li>Work with Big Data and transform complex datasets into more usable formats</li>
<li>Develop and analyze data resources and their application to local planning efforts and regional policy advocacy</li>
<li>Creation of analytics and measurement dashboards</li>
<li>Ongoing tracking, monitoring, and periodic follow-up studies</li>
<li>Use software and other tools to develop analyses that identify patterns, influences, correlations, relationships, predictive factors, risk factors, and that provide better situational awareness</li>
<li>Development of data flows and acquisition strategies to facilitate the capture and sharing of data and analytics within the organization</li>
<li>Creation of models, simulations, and optimization routines</li>
<li>Support the design and implement of reporting dashboards that track key metrics and provide actionable insights</li>
<li>Collect, standardize, document, and analyze data from traditional providers and unconventional sources, and will assist with the management of our data storage infrastructure</li>
</ol>
<p><strong>JOB QUALIFICATIONS:</strong></p>
<ol>
<li>Bachelor's degree in a highly quantitative subject or related field ( for example, Statistics, Mathematics, Economics, or related field) and<em> 3-5 years</em> of relevant work experience</li>
<li>Strong experience working with Python, R or similar programming language</li>
<li>Experience working with data manipulation, analytic insight tools and data visualizations</li>
<li>Experience constructing and performing complex database search queries</li>
<li>Experience/ knowledge of computer science concepts, data architecture, and experience/knowledge of statistics</li>
<li>Experience with visualizing data using Tableau<em>, </em>ggplot<em>, </em>Matplotlib or similar data visualization package</li>
<li>Excellent written and oral communications skills including the ability to communicate technical findings to non-technical audiences</li>
<li>Experience working with Google BigQuery <em>is desired but not required </em></li>
<li>Independent and highly self-motivated</li>
<li>Strong PC skills including Microsoft Office (Word, Excel, Access, PowerPoint)</li>
</ol>
<p><strong>Interested and qualified candidates should submit their resume and cover today! </strong></p>",1-3 years of experience
137,Data Engineer,"<p>GM Financial seeks a Data Engineer: Req BS in MIS, CIS, CS, CE &amp; amp; 2 yrs. exp in a data modeling and database engineering using Hadoop and SQL. Position located Arlington, TX.&nbsp;</p>
<p>Click on <strong>Learn More</strong> for Apply Information!</p>",1-3 years of experience
138,Sr Data Scientist,"<p>Sr. Data Scientist - Deluxe Corporation seeks a Sr. Data Scientist in Boca Raton, FL to run advanced data science activities to develop and automate the company&rsquo;s analytical projects and reporting. Requires MS in Business Analytics, Comp Sci/Eng or Clsly related degree and 2 years rel. experience. For full details and to apply, contact Stephanie Koller at Stephanie.Koller@deluxe.com.</p>",1-3 years of experience
139,Sr Data Scientist,"<p><strong>Sr Data Scientist</strong> <strong>(Charlotte, NC)</strong> Mine &amp; extract data &amp; applies stats &amp; algorithms necessary to derive insights for business partners.&nbsp;Job reqs:&nbsp;Master&rsquo;s in Math, Stats, or Engineering &amp; 2 yrs of exp in quantitative analytics, focused on statistical rigor &amp; causal modeling. Qualified applicants should mail cvr ltr &amp; resume to: Donna Fellinger, Manager, Global Mobility, Lowe&rsquo;s Companies, Inc., 1000&nbsp;Lowe&rsquo;s Blvd, Mooresville, NC 28117. Reference #TS</p>",1-3 years of experience
140,Data Engineer,"<p>APIvista, LLC dba Terazo (Durham, NC) seeks&nbsp;Data Engineer&nbsp;-&nbsp;Develop, create, &amp; modify general computer applications software or specialized utility programs. Req.&nbsp;MS in&nbsp;Comp Sci, Comp App or rel/equiv +2 yrs exp as Data/Soft Engr or rel. 2 yrs exp w/&nbsp;Restful API, Spark, MS-SQL, Hive, Git, ClouderaCDH5, MapReduce, Vertica, Tableau &amp; Jenkins&nbsp;req.&nbsp; Send resumes:&nbsp;<a href=""mailto:george.boatright@apivista.com"" target=""_blank"" rel=""noopener"">george.boatright@apivista.com</a>&nbsp;</p>",1-3 years of experience
141,Data Engineer and Business Intelligence Analyst,"<p style=""text-align: justify;"">Captive-Aire Systems, Inc seeks a Data Engineer and Business Intelligence Analyst in Raleigh, NC to take ownership of data warehousing and reporting strategy for the company. BS &amp; 3 yrs. For full req&rsquo;s and to apply visit: <a href=""https://www.captiveaire.com/Careers.asp"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?q=https://www.captiveaire.com/Careers.asp&amp;source=gmail&amp;ust=1621448272321000&amp;usg=AFQjCNEgrL084_Ck4Syj6ygXScXxLhlSZQ"">https://www.captiveaire.com/<wbr />Careers.asp</a>&nbsp; Job Reference Number: 5265892002</p>",1-3 years of experience
142,"Data Engineer (Full Time, Multiple Openings)","<p>Job Title: Data Engineer (Full Time; Multiple Openings)</p>
<p>Job Location: Centennial, CO</p>
<p>Requirements: M.S. or equivalent in CS, Business Analytics, etc. + 2 years experience or B.S. + 5 years experience required. Experience with Airflow, Hadoop, AWS, Kafka, Google Analytics, Python, Java, Scala, Anomaly Detection, d3.js, Keras, Scikit-learn, Tensorflow, Linux, Jenkins &amp; CD/CI required.&nbsp;</p>",1-3 years of experience
143,Data Science Engineer,"<p><strong>DATA SCIENCE ENGINEER</strong></p>
<div id=""ConfigurablePageDetail__JobDescription"">
<div>
<p><strong>About Us</strong></p>
<p><em>Certilytics provides sophisticated predictive analytics solutions to major healthcare organizations by integrating financial, clinical, and behavioral insights.</em>&nbsp;<em>Our team represents a dynamic infusion of multidiscipline, which includes actuarial, data and behavioral scientists, IT engineers, software developers, nurse clinicians, as well as experts in public health and the health insurance industry. Certilytics has extensive experience working with a diverse set of customers including large self-insured employers, health plans, pharmacy benefit managers, government programs, care management companies and health systems. These relationships with various data providers and customers allows for rapid data ingestion, validation and enrichment as well as streamlined delivery of analytic dashboards, outputs and visualizations to our customers. Our unique approach allows for the development of the most accurate financial, clinical and behavioral models in the industry.</em></p>
<p><strong>The Role</strong></p>
<p>We&rsquo;re looking for an ambitious Data Engineer to join the Data Science team at Certilytics. Our ideal candidate will have considerable experience combining big data, machine learning, and open-source approaches to develop and deploy robust data solutions on cloud environments (AWS) and on premise clusters. You should have deep expertise in the design, creation, management, and business use of large datasets across a variety of data platforms and data domains. As part of the Data Science team, you will focus on expanding our capabilities in managing and integrating new and existing data sources, developing and maintaining the data enrichment and feature engineering codebase, and optimizing existing data workflows to reduce overall computational overhead and increase analytics throughput.</p>
<p><strong>What You'll Accomplish</strong></p>
<ul>
<li>Maintain business and technical requirements and implementing them for data features, model designs, and product integration.</li>
<li>Build data pipelines for our in-house machine learning platform (Brainstorm AI).</li>
<li>Assist Data Science Labs team with hand-off of methods for production model training/deployment as well as QA, requirements gathering, documentation, etc.</li>
<li>Provide technical support for the design and implementation of data driven software test automation.</li>
<li>Maximize levels of automated test coverage with flexible, manageable, and durable tests.</li>
<li>Monitor the state of the database used by the Data Science team to ensure data correctness and availability.</li>
<li>Manage the movement of data between environments to support model development.</li>
<li>Gathering and collating new data sources for use by the Data Science team.</li>
</ul>
</div>
</div>
<div id=""ConfigurablePageDetail__RequiredSkills"">
<h2>Required Skills</h2>
<div>
<p><strong>What You&rsquo;ll Need</strong></p>
<ul>
<li>Knowledge of tools to automate CI/CD pipelines, such as Jenkins or CircleCI.</li>
<li>Experience working as a lead on a large-scale Spark data engineering implementations.</li>
<li>&ldquo;Big data&rdquo; platforms including Hadoop (AWS) and technologies including Spark, Airflow, Kafka, Hbase, NoSQL, etc.</li>
<li>3+ years of experience with one of the following programming languages: Python, Scala, or Java.</li>
<li>Expertise with Git.</li>
<li>Expert level knowledge of SQL and experience with different data formats (csv, JSON, etc.).</li>
<li>Demonstrated ability to translate analytical problems into structured programs via PySpark or Scala.</li>
<li>Experience with deploying ML applications and data solutions developed by Data Science teams to production on a big data platform</li>
<li>Authoritative in ETL optimization, designing, coding, and tuning big data processes using Apache Spark or similar technologies.</li>
</ul>
<p><strong>How to stand out!</strong></p>
<ul>
<li>Master&rsquo;s or PhD in Computer Science.</li>
<li>Experience designing and implementing end-to-end solutions using Machine Learning or NLP with frameworks such as Tensorflow, Pytorch, or Spark NLP</li>
<li>Domain experience in a healthcare-related industry.</li>
<li>Familiarity with cloud technologies, containers (Docker or kubernetes), and/or distributed computing.</li>
<li>Understanding of data assumptions for various machine learning algorithms and experience implementing data enrichments and aggregations to optimize model performance.</li>
</ul>
<p><strong>Why Certilytics!</strong></p>
<ul>
<li>Access to one of the largest clinical datasets in the industry that includes medical claims, pharmacy claims, and laboratory data.</li>
<li>Impactful work. We&rsquo;re big enough to have the freedom to take on interesting projects, but small enough that your work is always important and highly visible within the organization.</li>
<li>Remote friendly. The Certilytics data science team is distributed throughout the US and have regular in-person working sessions for all of those little things that are hard to accomplish over Teams.</li>
</ul>
</div>
</div>",1-3 years of experience
144,Data Scientist,"<p><strong>DATA SCIENTIST</strong></p>
<div id=""ConfigurablePageDetail__JobDescription"">
<div>
<p><strong>About Us</strong></p>
<p><em>Certilytics provides sophisticated predictive analytics solutions to major healthcare organizations by integrating financial, clinical, and behavioral insights.</em>&nbsp;<em>Our team represents a dynamic infusion of multidiscipline, which includes actuarial, data and behavioral scientists, IT engineers, software developers, nurse clinicians, as well as experts in public health and the health insurance industry. Certilytics has extensive experience working with a diverse set of customers including large self-insured employers, health plans, pharmacy benefit managers, government programs, care management companies and health systems. These relationships with various data providers and customers allows for rapid data ingestion, validation and enrichment as well as streamlined delivery of analytic dashboards, outputs and visualizations to our customers. Our unique approach allows for the development of the most accurate financial, clinical and behavioral models in the industry.</em></p>
<p>&nbsp;</p>
<p><strong>The Role</strong></p>
<p>We&rsquo;re looking for a well-rounded data scientist to join the Data Science team at Certilytics. Our ideal candidate will possess a strong grounding in advanced statistical theory and deep understanding of advanced machine learning disciplines. This person is the traditional data scientist who exhibits strong skills in programming and in a wide range of theoretical disciplines such as causal modeling, Bayesian and frequentist methods, artificial neural networks, among others. As part of our team you will focus on grounding our methodologies in theory and expanding data science capabilities and breadth within the organization.</p>
<p>&nbsp;</p>
<p><strong>What You'll Accomplish</strong></p>
<ul>
<ul>
<li>Research new ideas, new models, and new methodologies. Develop proofs of concept and answer research questions relevant to Certilytics and our models.</li>
<li>Ensure our models and analyses are mathematically sound.</li>
<li>Write research-quality documentation to demonstrate the theoretical grounding of our work.</li>
</ul>
</ul>
</div>
</div>
<p><strong>&nbsp;</strong></p>
<div id=""ConfigurablePageDetail__RequiredSkills"">
<h2>Required Skills</h2>
<div>
<p><strong>What You&rsquo;ll Need</strong></p>
<ul>
<li>Data science related programming skills as evidenced by 3+ years of hands on experience with statistical software tools and scripting languages, preferably Python and or R. You should also be familiar with Git and Markdown and possess a solid grasp of algorithms and data structures.</li>
<li>Graduate level statistical and mathematical background via a Masters in a quantitative discipline (eg. statistics, mathematics, physics, computer science, operations research).</li>
<li>Strong writing skills in academic-style writing.</li>
<li>Ability to collaborate across teams and answer complex questions that arise from various teams.</li>
<li>Ability to distill difficult concepts down to layman&rsquo;s terms.</li>
<li>Comfort with data big and small.</li>
</ul>
<p><strong>How to stand out!</strong></p>
<ul>
<ul>
<li>PhD in a quantitative discipline.</li>
<li>You&rsquo;ve published in an academic journal, conference, or similar.</li>
<li>A flair for data visualization.</li>
<li>Domain experience in a healthcare-related industry.</li>
<li>Familiarity with cloud technologies, containers (docker or kubernetes), and/or distributed computing.</li>
</ul>
</ul>
<p><strong>Why Certilytics!</strong></p>
<ul>
<ul>
<li>Access to one of the largest clinical datasets in the industry that includes medical claims, pharmacy claims, and laboratory data.</li>
<li>Impactful work. We&rsquo;re big enough to have the freedom to take on interesting projects, but small enough that your work is always important and highly visible within the organization.</li>
<li>Remote friendly. The Certilytics data science team is distributed throughout the US and have regular in-person working sessions for all of those little things that are hard to accomplish over Teams.</li>
</ul>
</ul>
</div>
</div>",1-3 years of experience
145,INVESTMENT DATA ENGINEER,"<p style=""text-align: justify;""><strong>INVESTMENT DATA ENGINEER</strong> Design, develop, troubleshoot, evaluate, and deploy data mgmt and BI systems, enable invest teams to access critical reports through.NET Prog, Tableau, Python, Microsoft SQL, Amazon Redshift, and other cloud platforms. Req a MS in CS, Data Sciences, or rel, and 2 yrs of exp as an IT Consultant (Database Services), Prog Analyst, Data Scientist, or rel. Will accept a BS and 5 yrs of prog, post-BS exp in IT Exp must incl build infst req for op extract, transform, and loading of data from data sources using SQL, ADF and Azure functions. May work remotely from home. Send resume to: Washington State Investment Board, P.O. Box 40916, Olympia, WA 98504.</p>",1-3 years of experience
146,Data Scientist,"<p style=""text-align: justify;"">Data Scientist (Charlotte, NC) Conduct deep statistical analysis, incl predictive &amp; prescriptive modeling to provide &nbsp;competitive advantage at Lowe's. Job reqs: Master&rsquo;s in Math, Stat, Econ, Engineering or other highly quantitative field &amp; 1 yr exp in quantitative analytics, focused on statistical rigor &amp; causal modeling, OR Bachelor&rsquo;s in Math, Stat, Econ, Engineering or other highly quantitative field &amp; 2 yrs exp in quantitative analytics, focused on statistical rigor &amp; causal modeling. Qualified applicants should mail cvr ltr &amp; resume to: Donna Fellinger, Manager, Global Mobility, Lowe&rsquo;s Companies, Inc., 1000 Lowe&rsquo;s Blvd, Mooresville, NC 28117. Reference # HA</p>",1-3 years of experience
147,Data Scientist,"<p>Data Scientist (Medley, FL) F/T - Conduct research into fundamental comp &amp; info sci. Apply theoretical expertise &amp;&nbsp;innovation to create or apply new technology. Build various machine learning based tools &amp; processes, such as<br />recommendation engines or automated customer scoring systems by mining data from a data lake or other large sources of customer data using Apache Spark Machine Learning Libraries. Work w/ big data, experiment w/ various Machine learning algorithms. Reqmts are Maste's deg in Comp Sci, Info Technology, Computational Decision Sciences &amp; Operations Research or closely rltd + 12 Mos of exp in job offd, as Decision Scientist, or position closely rltd to data sci. Mail resume to Tracfone Wireless, Inc., Attn: Patrick Murphy, Recruitment Mgr, 9700 NW 112th Ave, Medley, FL 33178</p>",1-3 years of experience
148,Data Engineer,"<p>Data Engineer, Medley FL - FT. Administer, test, &amp;amp; implmt computer d/bases. Identify root-causes for tier-2 escalated issues pertaining to customer facing applics from operations, incident Mgmt/Workforce Mgmt/IT-OPS-IT dvlpt. Maintain integrity between multiple d/bases, incl but not limiting to, Clarify, Bi, OFS (Inbound/Outbound Process) &amp; MAX. Run Carrier Reconciliations for Rate Plan, Line Inventory, Throttling. Identify production scripts that run post-transactions to fix issues. Req: Master's deg (or foreign educational equiv) in Comp Sci, Info Technology, Mathematics, Mechanical Engg or closely rltd plus 24 mths exp in job offd or as Sr Big Data Engineer, Sr ETL Developer, S/ware Developer, Asst Systems Engineer, Systems Engineer or closely rltd. Mail resume to Tracfone Wireless Inc., Attn: Patrick Murphy, Recruitment Mgr, 9700 NW 112th Ave, Medley, FL 33178.</p>",1-3 years of experience
149,Data Scientist,"<p style=""text-align: justify;"">Data Scientist (Charlotte, NC) Mine &amp; extract data &amp; apply statistics &amp; algorithms necessary to derive insights for Lowe's &amp; Lowe's Digital. Job reqs: Master&rsquo;s in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or rltd and 1 yr exp. building statistical/machine learning algorithms &amp; analytics OR Bachelor's in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or rltd &amp; 2 yrs exp. building statistical/machine learning algorithms &amp; analytics. Qualified applicants should mail cvr ltr &amp; resume to: Donna Fellinger, Manager, Global Mobility, Lowe&rsquo;s Companies, Inc., 1000 Lowe&rsquo;s Blvd, Mooresville, NC 28117. Reference #CC</p>",1-3 years of experience
150,Data Engineer,"<p>Founded in 1977, the Columbia River Inter-Tribal Fish Commission is the technical support and coordinating agency for fishery management policies of the Columbia River basin&rsquo;s four treaty fishing tribes: the Confederated Tribes of the Umatilla Indian Reservation, the Confederated Tribes of the Warm Springs Reservation of Oregon, the Confederated Tribes and Bands of the Yakama Nation, and the Nez Perce Tribe. With a team of more than 130 employees in four locations in Oregon and Idaho, we work to put fish back in the rivers, protect treaty fishing rights, share salmon culture, and provide direct services to tribal fishers along the Columbia River. Our goal is to ensure healthy Columbia Basin salmon runs that support a sustainable harvest today and for future generations.</p>
<p>The ideal candidate will have at least one year of successful experience in architecting and developing Azure or AWS solutions, have robust debugging skills and be proficient in at least one language used for data engineering.&nbsp;The Data Engineer will assess and identify CRITFC data that are suitable for migration on a pilot basis from existing Azure or AWS cloud tenants. The incumbent will evaluate and propose the appropriate technologies to maintain the data and provide ongoing data services in the cloud with the necessary levels of security, reliability, cost, performance and will&nbsp;provision the necessary technologies, to ensure that appropriate data integrity measures are in place.&nbsp;Closes September 17, 2021</p>",1-3 years of experience
151,Sr Data Scientist,"<p style=""text-align: justify;"">Sr Data Scientist (Charlotte, NC) Mine &amp; extract data &amp; apply stat &amp; algorithms necessary to derive insights fr business partners. Job reqs: Master&rsquo;s/Bachelor&rsquo;s in Math, Stat, Phy, Econmcs, Engg, Comp Sci, Data or Information Science or rltd quantitative analytic &amp; 2/4 yrs of exp in analytics. Qualified applicants should mail cvr ltr &amp; resume to: Donna Fellinger, Manager, Global Mobility, Lowe&rsquo;s Companies, Inc., 1000 Lowe&rsquo;s Blvd, Mooresville, NC 28117. Reference # HF</p>",1-3 years of experience
152,Data Engineer,"<h1 id=""Jobs_JobDetail_TitleText"" class=""sr-job-detail__job-title"">Data Engineer</h1>
<div>
<div id=""ConfigurablePageDetail__JobDescription"">
<div>
<p>Certilytics is an innovative company with a dynamic infusion of actuarial, data and behavioral scientists, IT engineers, software developers, nurse clinicians, as well as experts in public health and health insurance industry. We are creating new groundbreaking analytic products within the healthcare space and are presenting a great opportunity for qualified candidates to come on board.&nbsp;</p>
<p><strong>Data Engineer</strong></p>
<p>We are seeking a data engineer to join our team of data experts. The data engineer is responsible for expanding, optimizing, and troubleshooting our data pipelines that receive, ingest, process, and extract data, which serve both internal and external needs. The data engineer supports our operational and business objectives, working with data analysts on existing and new data initiatives. The data engineer is self-directed and comfortable supporting the data needs of multiple teams, systems, and products.</p>
<p><strong>Responsibilities/Accountabilities</strong></p>
<ul>
<li>Design, implement, and own internal process improvements</li>
<li>Automate manual processes, and optimize data delivery and ingestion</li>
<li>Respond to operational data pipeline issues with a sense of ownership and an eye toward continuous improvement</li>
<li>Create and maintain data pipelines that support internal and external clients</li>
<li>Optimize and troubleshoot complex queries across massive data sets (billions of records)</li>
<li>Assemble accurate large, complex data sets that meet business requirements</li>
<li>Evaluate logs across a wide range of complex systems</li>
<li>Work with data experts to strive for greater functionality in our data platform</li>
<li>Generate accurate and effective documentation</li>
</ul>
</div>
</div>
<div id=""ConfigurablePageDetail__RequiredSkills"">
<div>
<p><strong>Requirements (Knowledge, Skills, Abilities)</strong></p>
<ul>
<li>2-5 Yrs. Experience with big data tools: Hive/SQL, Spark, Airflow desired</li>
<li>Strong task management and organizational skills</li>
<li>Successful history of manipulating, transforming, and extracting value from large data sets</li>
<li>Ability to work with various functional teams in a dynamic environment</li>
<li>Excellent written and verbal communication with a strong collaborative drive</li>
<li>Ability to function autonomously and with partners and teammates across several time zones</li>
<li>Technical mindset and desire to learn new tools and approaches</li>
<li>Knowledge of programming languages&nbsp;(Python and/or Java)</li>
</ul>
<p>&nbsp;</p>
<p><strong>Physical Demands &amp; Work Conditions</strong></p>
<ul>
<li>Ability to work online from home with minimum interruptions</li>
<li>Sedentary work that primarily involves sitting/standing in-front of a computer</li>
</ul>
</div>
</div>
</div>",1-3 years of experience
153,IT Data Engineer,"<div><strong>POSITION SUMMARY:&nbsp;</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</div>
<ul>
<li>This position will assist with developing and maintaining the ERP system for all business units within the company. Supports enterprise-wide effort to become a data-enabled organization through ERP best practices.</li>
</ul>
<div><strong>GENERAL DESCRIPTION:</strong></div>
<ul>
<li>Analyzes business operations and identifies customer needs</li>
<li>Responds to queries and concerns from management</li>
<li>Identifies business constraints and develops corrective actions</li>
<li>Obtains and analyzes data for critical decision making purposes</li>
<li>Collaborates with other functional areas and provides cross-functional support</li>
<li>Develops new business applications/processes or makes enhancements to current applications/processes</li>
<li>Implement industry best practices and standards</li>
</ul>
<div><strong>SPECIFIC RESPONSIBILITIES:</strong></div>
<ul>
<li>Assess and present solutions utilizing the ERP system where appropriate</li>
<li>Initiate and lead ERP related projects and provide day to day support</li>
<li>Research and recommend standard reports and solutions</li>
<li>Collaborate with various business units to facilitate implementation of new or improved processes</li>
<li>Interact with application development staff to support existing and develop new processes and coordinate implementation of those processes</li>
<li>Coordinate customer requested EDI transaction setup and implement those transactions as approved by customers</li>
<li>Assist users in resolving problems and answer questions of the ERP system</li>
<li>Troubleshoot and resolve data integrity issues within the ERP system</li>
<li>Maintain current knowledge and understanding of the ERP system</li>
<li>Must embody PBE core values &ndash; Customer-Focus, Continuous Improvement, Teamwork, Commitment, Engagement, Growth &amp; Development and Excellence.</li>
<li>Performs other duties as assigned</li>
</ul>
<div><strong>MINIMUM QUALIFICATIONS:</strong></div>
<ul>
<li>At least 2 years&rsquo; experience in related field</li>
<li>At least 2 years of education in computer science, systems analyst, or related field</li>
<li>Strong software coding skills</li>
<li>Knowledge of business processes within a manufacturing company</li>
<li>Microsoft Office applications proficient</li>
</ul>
<div><strong>SPECIALIZED QUALIFICATIONS:</strong></div>
<ul>
<li>Knowledge of QAD MFGPro</li>
<li>IT/IS related background</li>
<li>EDI, Tableau, Coldfusion, Python, SQL, Microsoft CRM a plus.</li>
</ul>
<div><strong>PHYSICAL REQUIREMENTS:</strong></div>
<ul>
<li>Physical requirements including standing, sitting, lifting up to 15 lbs., repetitive use of keyboard and mouse for extended periods of time.</li>
<li>Typical working schedule is first shift office hours. Remote work possible when necessary.</li>
<li>https://principlebusinessenterprises.com/careers/</li>
</ul>",1-3 years of experience
