,jobtitle,jobdescription,experience
707,software engineer,"ENGINEERING-Nimble Storage, Inc. seeks Software Engineer: perform user space development on Linux. Mail resume w/ job code # 36076 to Nimble Storage, Attn.: HR, 211 River Oaks Pkwy, San Jose, CA 95134.",No experience
708,software engineers (multiple positions),"SOFTWARE 
	ENGINEERS (multiple positions) responsible for design, development, and maintenance of features in APM product. See http://www.caljobs.ca.gov and CA SWA Job Number 15180511 for specific details. FT, San Jose, CA. Apply to: F5 Networks, Inc., Attn Y. Malina, SJZH11317, 401 Elliott Avenue W, Seattle, WA 98119.",No experience
709,sr software engineer,"ENGINEERING 
	Equinix, Inc. seeking Senior Software Engineer in Sunnyvale, CA to design, build, test, & support Enterprise Mobile Apps. MS+3 yrs exp/ BS+5 yrs exp. Mail resume to HR, 1 Lagoon Dr, 1st Fl, Redwood City, CA 94065 & refer to Job No. JR102481",No experience
710,senior software engineer,"ENGINEERING 
	Uber Technologies, Inc. has multiple positions open in Palo Alto, CA for the following: Senior Software Engineer (Ref# 17JANSSEPA) Apply tech knwldge to eval complx data/dev/prjcts & provide recs to rslve complx tech issues. Refer to Ref# & mail resume to Uber Technologies, Inc, Attn: M. Eckert, 685 Market St, Suite 400, San Francisco, CA 94105.",No experience
711,Senior Software Engineer,"<p><strong>Senior Software Engineer</strong></p>
<p><strong>Viant Technology</strong></p>
<p>Senior Software Engineer sought by Viant Technology, LLC in Irvine, CA to develop core technology to support converged end-to-end IPTV and video services across multiple devices; work in small Agile teams using Scrum and Kanban on all phases of the development cycle; utilize Java J2EE, JSP, Servlets, Hibernate, SOAP, XML Schema, HTML/Javascript, JDBC, RESTful API, XML parsing and generation, SQL and Apache/Tomcat/JBoss to develop software integration systems for IPTV, content management and video delivery industries; contribute to the design of current and future developments; produce scalable and deployable codes in accordance with our design and development methodology; participate in various elements of the test cycle when necessary; contribute to the production of appropriate technical documentation; communicate estimates and progress of software development activities; and work on all aspects of product rollout, including initial software requirements, software design, continuous integration, Quality Assurance (QA) processes, network design, server hardware design, system operations and ensuring that the existing platform continues to scale without downtime issues.</p>
<p>Requires a Bachelor's or foreign equivalent degree in Electrical Engineering, Computer Science or related field, followed by five (5) years of progressive experience utilizing Java J2EE, JSP, Servlets, Hibernate, SOAP, XML Schema, HTML/Javascript, JDBC, RESTful API, XML parsing and generation, SQL and Apache/Tomcat/JBoss to develop software integration systems.</p>
<p><em>Viant Technology&nbsp;is committed to equal treatment of all employees without regard to race, national origin, religion, gender, age, sexual orientation, veteran status, physical or mental disability or other basis protected by law.</em></p>",No experience
712,Software Developer,"<p><strong>Software Developer</strong></p>
<p><strong>Avetta, LLC</strong></p>
<p><strong>Developer requirements:</strong></p>
<p>0-2 years with Java, Javascript, relational. SQL. Node.JS, Kafka, etc. are a plus.</p>
<p>Great communications skills; software engineering is a team involving multiple constituents ranging from product management, sales, and customers.</p>
<p>Good design principles to build codes and maintain platforms.</p>
<p>Commercial Software products; building and maintain software platforms, front/user end products.</p>
<p>Adequate knowledge of relational database systems, Object Oriented Programming and web application development.</p>
<p>A solid understanding of how web applications work including security, session management, and best development practices.</p>
<p>Integrate data from various back-end services and databases.</p>
<p>Gather and refine specifications and requirements based on technical needs</p>
<p>Create and maintain software documentation.</p>
<p>Stay plugged into emerging technologies/industry trends and apply them into operations and activities.</p>
<p>Be responsible for maintaining, expanding, and scaling our site.</p>
<p>Avetta provides a cloud-based supply chain risk management and commercial marketplace platform. Our global solution is uniquely designed to connect the world&rsquo;s leading organizations with qualified suppliers, driving sustainable growth. We build trustworthy bonds through responsive technology and human insight.</p>
<p><em>Avetta, LLC is committed to equal treatment of all employees without regard to race, national origin, religion, gender, age, sexual orientation, veteran status, physical or mental disability or other basis protected by law.</em></p>",No experience
713,Software Engineer,"<font face=""Univers 57 Condensed"" size=""2"" color=""#000000"">Software Engineer - Advanced Systems Concepts Inc. (Morristown, NJ). Must have proof of legal authorization to work in U.S. Email resume to personnel@advsyscon.com (under Posting # SE-CO/6852-3). To view full information about the job opportunities including the full job description, related occupation, education and experience requirements please refer to the internet posting at https://www.advsyscon.com/careers under Posting # above.</font>     Web Id: 94070",No experience
714,Software Developer (OBIEE),"<font face=""Univers 57 Condensed"" size=""2"" color=""#000000"">IT Company (Edison, NJ) is seeking Software Developer (OBIEE) to design &amp; build interactive dashboards &amp; pixel perfect boardroom quality reports using OBIEE &amp; provide relevant POCs. Analyze user reqirmts &amp; provide solutions &amp; business reqirmt documentation. Design queries using PL/SQL to validate data &amp; perform quality analysis, functional integration testing &amp; troubleshooting. Utilize exp w/Informatica, Oracle, SQL*Plus, TOAD, Windows. Mail resume to: Baanyan Software Services Inc, 399 Thornall St, 1st Fl, Edison, NJ 08837</font>     Web Id: 95487",No experience
715,Sr Software Developer I,"<font face=""Univers 57 Condensed"" size=""2"" color=""#000000"">AppLab Systems Inc has openings for Sr. Software Developer I. Jobs loc in South Plainfield, NJ &amp; var unanticip locs t/o US. Dsgn, dvlp &amp; implmnt, tst &amp; deploy s/w apps. Rsrch, anlyz &amp; dtrmne info needs &amp; dataflow reqmnts. Gthr &amp; eval usr reqmnts &amp; procdrs. Trvl/reloc to var unanticip locs t/o US for LT/ST asgnmnts at clt sites. Req: MS or frgn equiv in Comp Sci, Engg (any), or rel. Mail res w/cvr ltr: AppLab Systems Inc, 4041A Hadley Rd, S. Plainfield, NJ 07080; Job 16ASI04; EOE</font>     Web Id: 93872",No experience
716,Software Developer,"<font size=""2"" color=""#000000"">Software Developer<br/> Growing IT company (Parlin, NJ) seeks Software Developer to participate in the entire software development life cycle from analysis and design to deployment and implementation using advance tech. such as JCL, D2, VSAM, COBOL, Sybase, Oracle, SQL Server, Datastage, Informatica, File Manager, QMF, SPUFI, UNIS, Windows.  Create SQL queries and write technical documentation.  Design test cases and scenarios and perform various type of test, analyze results and perform troubleshooting. Mail Resume to HR, TekAllianz Corporation, 499 Ernston Rd, Ste # A11, Parlin, NJ 08859<br/> </font>     Web Id: 94780",No experience
717,Software Engineering Manager,"<div class=""bwcenter"">    Software Engineering Manager<span class=""bwbold""><br >    </span></div>   <div class=""bwleft"">     sought by Radio Systems Corporation in Knoxville, TN. Mng prod dvlp prgrm. Apply @ <a class=""bwanchor"" href=""http://www.jobpostingtoday.com"" target=""_blank"">www.jobpostingtoday.com</a> <br >    #37828.</div>",No experience
718,Software Engineer,"SOFTWARE
ENGINEERS
NEEDED:
Build a brighter
future at
Watchfire Signs.
Watchfire is a leading US manufacturer of
LED signs and digital billboards with an
80-year history in Illinois.
Enthusiastic, talented individuals
are encouraged to apply online at
watchfiresigns.com/careers.
DANVILLE & CHAMPAIGN LOCATIONS
Engineering Openings:
• Group Lead,
Web JEE Dev’pt
• Sr. Engnr, Web Dev’pt
• Sr. Engnr, C#
& Web Dev’pt
• Engnr, Web JEE
Dev’pt",No experience
719,Director of Software Engineering,"Frasca International, Inc. is looking for a Director of Software Engineering that will handle our Systems Software, Graphics Software and Aeronautical Engineering Departments.   Candidate must be forward thinking and someone who can develop a vision for software products and services. Several years of experience required.

Candidate must be an individual with a history of leadership and success in developing programs, departments and people.  Other aspects of the position require the ability to:

- Proactively manage the 
  evolution of the architecture, 
  processes, and tools to sup
  port functional capabilities  
  expansion while controlling 
  complexity, technical debt, 
  and minimizing the total 
  cost of ownership.

- Apply industry best 
   practices, technologies, and 
   architectures to programs,  
   projects, and initiatives.

- Work with others to define  
   and prioritize development   
   activities.

- Advise on strategies to 
   achieve business objectives

- Build and develop high 
   performance teams.

Frasca International, Inc. manufactures flight training equipment for airlines, flight schools and military organizations  in over 70 countries. Products include Full Flight Simulators and Flight Training Devices.   We are located in Urbana, IL.

Due to government contracts, applicants must provide proof of U.S. citizenship or permanent residence.

Resumes may be sent to
careers@frasca.com
or see our website at
www.frasca.com

EOE/AA/M/F/D/V",No experience
